start_ip_in,end_ip_in,continen,countr,country_cod,country_c,regio,stat,state_cod,state_c,cit,city_c,postal_cod,area_cod,time_zon,latitud,longitud,dm,ms,connection_typ,line_spee,ip_routing_typ,as,sl,tl,organizatio,carrie,anonymizer_statu,proxy_typ,proxy_leve,proxy_last_detecte,hosting_facilit
1679928,1679958,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1679958,1679958,asi,japa,j,9,"""",tottor,"""",9,yonag,9,683-080,"""",,35.4480,133.342,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1679958,1679975,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1679976,1679976,asi,japa,j,9,"""",shiman,"""",9,matsu,9,690-004,"""",,35.4457,133.0537,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1679976,1680013,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680014,1680014,asi,japa,j,9,"""",tottor,"""",9,kurayosh,9,682-003,"""",,35.4360,133.8514,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680014,1680033,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680034,1680034,asi,japa,j,9,"""",tottor,"""",9,yonag,9,683-000,"""",,35.4574,133.3607,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680034,1680060,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680060,1680060,asi,japa,j,9,"""",shiman,"""",9,matsu,9,690-082,"""",,35.4840,133.0694,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680060,1680065,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680065,1680065,asi,japa,j,9,"""",shiman,"""",9,izum,9,693-001,"""",,35.3946,132.7752,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680065,1680066,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680066,1680066,asi,japa,j,9,"""",tottor,"""",9,kurayosh,9,682-001,"""",,35.4724,133.8519,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680066,1680075,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680075,1680075,asi,japa,j,9,"""",shiman,"""",9,izum,9,693-002,"""",,35.3488,132.7459,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680076,1680081,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680081,1680081,asi,japa,j,9,"""",tottor,"""",9,tottori-sh,9,680-080,"""",,35.5145,134.2192,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680082,1680084,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680084,1680084,asi,japa,j,9,"""",shiman,"""",9,matsu,9,690-088,"""",,35.4796,133.0600,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680084,1680124,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680124,1680125,asi,japa,j,9,"""",tottor,"""",9,kurayosh,9,682-000,"""",,35.475,133.8325,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680125,1680148,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680148,1680148,asi,japa,j,9,"""",tottor,"""",9,yonag,9,683-080,"""",,35.4480,133.342,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680148,1680198,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680198,1680199,asi,japa,j,9,"""",shiman,"""",9,matsu,9,690-003,"""",,35.4405,133.0868,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680199,1680200,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680200,1680201,asi,japa,j,9,"""",shiman,"""",9,izum,9,693-005,"""",,35.3736,132.7402,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680201,1680204,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680204,1680204,asi,japa,j,9,"""",shiman,"""",9,izum,9,693-002,"""",,35.3488,132.7459,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680204,1680213,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680214,1680214,asi,japa,j,9,"""",shiman,"""",9,yasug,9,692-000,"""",,35.433,133.2030,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680214,1680214,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680214,1680215,asi,japa,j,9,"""",shiman,"""",9,matsu,9,690-082,"""",,35.4840,133.0694,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680215,1680270,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680270,1680270,asi,japa,j,9,"""",tottor,"""",9,nanb,9,683-030,"""",,35.3796,133.3384,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680270,1680274,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680274,1680274,asi,japa,j,9,"""",shiman,"""",9,matsu,9,699-010,"""",,35.4375,133.1690,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680274,1680301,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680301,1680301,asi,japa,j,9,"""",shiman,"""",9,izum,9,693-002,"""",,35.3488,132.7459,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680301,1680320,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680320,1680320,asi,japa,j,9,"""",tottor,"""",9,tottori-sh,9,680-094,"""",,35.5087,134.1838,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680320,1680340,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680340,1680340,asi,japa,j,9,"""",shiman,"""",9,matsu,9,690-210,"""",,35.4163,133.0971,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680340,1680344,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680344,1680344,asi,japa,j,9,"""",shiman,"""",9,matsu,9,690-004,"""",,35.4457,133.0537,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680344,1680405,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680406,1680406,asi,japa,j,9,"""",tottor,"""",9,tottori-sh,9,680-085,"""",,35.4835,134.2462,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680406,1680423,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680424,1680424,asi,japa,j,9,"""",tottor,"""",9,yuriham,9,682-072,"""",,35.4893,133.8654,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680424,1680426,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680426,1680427,asi,japa,j,9,"""",shiman,"""",9,izum,9,693-002,"""",,35.3442,132.7568,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680427,1680491,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680492,1680492,asi,japa,j,9,"""",tottor,"""",9,tottori-sh,9,680-002,"""",,35.5087,134.2307,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680492,1680492,asi,japa,j,9,"""",shiman,"""",9,izum,9,693-002,"""",,35.3536,132.7489,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680492,1680529,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680529,1680529,asi,japa,j,9,"""",tottor,"""",9,tottori-sh,9,680-081,"""",,35.5088,134.2181,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680529,1680553,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680554,1680554,asi,japa,j,9,"""",shiman,"""",9,izum,9,699-082,"""",,35.3387,132.6944,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680554,1680559,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680559,1680559,asi,japa,j,9,"""",shiman,"""",9,izum,9,693-005,"""",,35.3621,132.7208,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680560,1680561,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680561,1680561,asi,japa,j,9,"""",shiman,"""",9,izum,9,693-005,"""",,35.3736,132.7402,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680562,1680565,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680566,1680566,asi,japa,j,9,"""",shiman,"""",9,ichib,9,690-033,"""",,35.5103,133.0062,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680566,1680572,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680572,1680573,asi,japa,j,9,"""",tottor,"""",9,tottori-sh,9,680-080,"""",,35.5136,134.2242,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680573,1680584,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680584,1680584,asi,japa,j,9,"""",shiman,"""",9,izum,9,693-002,"""",,35.3488,132.7459,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680584,1680603,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680604,1680604,asi,japa,j,9,"""",shiman,"""",9,izum,9,693-002,"""",,35.3488,132.7459,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680604,1680631,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680631,1680631,asi,japa,j,9,"""",shiman,"""",9,matsu,9,690-210,"""",,35.4163,133.0971,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680632,1680648,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680648,1680648,asi,japa,j,9,"""",shiman,"""",9,matsu,9,690-087,"""",,35.4712,133.0487,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680648,1680684,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680684,1680684,asi,japa,j,9,"""",shiman,"""",9,matsu,9,690-005,"""",,35.456,133.0566,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680684,1680687,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680687,1680687,asi,japa,j,9,"""",tottor,"""",9,kurayosh,9,682-092,"""",,35.4297,133.8114,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680687,1680694,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680694,1680695,asi,japa,j,9,"""",shiman,"""",9,izum,9,693-002,"""",,35.3488,132.7459,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680695,1680696,asi,japa,j,9,"""",hiroshim,"""",8,higashi-ku (hiroshima,6,732-005,"""",,34.4030,132.4701,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
1680696,1680696,asi,japa,j,9,"""",tottor,"""",9,hokue,9,689-210,"""",,35.4807,133.836,"""","""","""","""","""",1814,megaeg,ne.j,energia communications inc,energia communications in,"""","""","""","""",fals
